score,comment,serving,rbid,rbbrewer,created_at
3.2,"Draft at Main Seidla in Breitengüssbach.
Faintly hazed rich reddish amber body with a fine-bubbled head. It’s not an aroma I can get into much, I have to admit. Some stale grain smells, dry pet food mix, orange chews, wet pet hair, wort? gamey scents?  Very soft malt texture, lots of dark fruit hop flavors, plum, fig, cherry, etc., with some orange gummy sugariness as well. Sweet and silky but a bit thin and watery in the finish.  Low carbonation, low acid, medium body, watery and flabby texture, but aldo the pet food resemblance keeps me from getting into it. ",,187489,15335,'2013-06-13 00:00:00'
3.4,"An unfiltered amber lager with pronounced fruitiness.
Sweet red apples and maraschino cherry malt with orange-citrus hops.
Mild yeast aroma seems to mute / smooth over aroma and flavor.
Though the yeast softens the body, high carbonation and moderate acidity keep the experience lively.
Medium to light body seems to go limp in the finish where more of a fruit cocktail sweetness languishes.
Too sweet and candyish (twizzlers) for my tastes, but it’s a commendable effort to produce a new take on old Franconian landbier.
Unfiltered bottle best by February 2014, purchased at Landbierparadies in Nürnberg.",,228615,17635,'2013-12-02 00:00:00'
2.9,"Update in 2014: this brewery just keeps getting worse.  What used to be stunning is now faulty.  My first time having the pils I put it at 4.4, it was clean and expressive without a fault to be found.  The next year it was 3.7-level, and now in 2014 it’s a 2.5 DMS bomb of a beer that smells like vegetables.  I think the brewery just doesn’t care.  My thoughts are shared by industry professionals in the area.

Draft at the brewery in Breitengüssbach, 2012
Clear gold with a tall white head and thick, foamy lacing.  Exceptionally clean and rich pilsner malt aroma of just-baked crackers with vibrant German hop expression (lemon balm, flowers, dandelions, cirus oils). This is the filtered Zwickelpils, and just as with Gaenstaller’s two versions, I much prefer the one with less yeast.  Medium bitterness  well-suited for body and sweetness.  Rich throughout, and as it breathes with some time the malt becomes a little oxidized (more cracker-y and crunchy and sour smelling), while the hops become more bright and sharp.   I was pretty much blown away by both this and the unfiltered version.  On draft here it was seductively soft and very, very expressive.  The Original in the bottle was over-carbonated, minerally and rough. (3.5-3.8/5.0).",,187490,15335,'2013-06-13 00:00:00'
2.2,"draft. clear gold with a soft, white head. soft and creamy texture with somewhat creamy carbonation, but some very strange and very offensive burnt grain flavors with accompanying twang in the malt, fizzling late into an unbelievably watery finish that leaves an oily residue of malt liquor-esque alcohols and a burnt corn syrup with the hops providing a moldy spinach leaf character.  horribly dirty beer.",,69944,8108,'2013-01-27 00:00:00'
2,"bottle, best by date march 2013, had in november 2012.  hazy amber body with a small white head, quickly diminishing with little lacing. starchy corn, grain and toffee malt nose, very stale and oxidized. flabby and lifeless with the flavor of almost-turned apple juice. low acid, low carbonation, flabby and flat.  gross.",,199434,8108,'2013-01-27 00:00:00'
3.5,"Draft at Fränkisches Bierfest Nürnberg.
Hazy gold, tall white head.
Noticeable calcium / mineral character.
Enjoyable hop aroma: floral lemon, dandelions, mild cheese rind.
Juicy hops, soft malt and carbonation, zesty hop acid bitterness over honey-sweet malt.
Smooth, creamy body.
Some wateriness in the finish, but otherwise it’s solid.",,68789,8114,'2013-06-08 00:00:00'
2.3,"Draft at Fränkisches Bierfest Nürnberg.
Metallic / tinny aroma.&lt;be&gt;
Quiet amber malt / toasted crackers.
Dried oranges. Rough and husky.
Acidic, chalky, dirty.
Poor shape.",,111016,8114,'2013-06-08 00:00:00'
2.2,"Draft at Fränkisches Bierfest Nürnberg.
Pale gold and clear.
Grainy, husky, metalalic smell.
Noticeable DMS / cabbage.
A lot of soil / iron / earthy off-notes.
Lemon and cement mix and shattered cinder blocks.
Cooked corn, candy corn, grain husks, all in one whiff.
Fizzy, rough, dry, massively starchy and husky. Damnit.",,66525,8114,'2013-06-08 00:00:00'
3.9,"fresh bottle.  clear brilliant chestnut brown body with a small foamy off-white head. straight shot showcase of Munich malt in the nose with lovely scents of toasted nut oils, toasted cereal, light toffee, crunchy bunt cake, etc.  rich, tangy, deep nose from the first sniff.  soft minerals and baked cookie malt.  frothy, full carbonation with a moderately chewy medium-heavy texture. medium sweetness drying across the back and warming late, which is especially pleasant with the toasty, crunchy, lively, clean and deep Munich malt flavor.",,69157,8303,'2012-12-18 00:00:00'
3.5,"bottle.  cookie dough, toasted cracker and biscuit Munich malt throughout with a soft and mild hop peppercorn spiciness. body a bit thin and watery, but the cookie dough and combination of toasted grain / cereal powder and light yeastiness give it a pleasant rusticity. ",,69503,8303,'2012-12-24 00:00:00'
2.9,"bottle.  murky brown body with a tall and rocky tan head. estery banana cream and stale baked bread nose with minor lemon oil accents.  light body, soft carbonation, watery texture, and a rather plain and boring flavor, very papery with muted banana / clove / herb esters and more baked crackers and stale bread.  quickly thinning finish.  very basic.",,17672,1649,'2012-09-03 00:00:00'
2.3,"bottle.  lightly hazed pale gold with a medium-sized white head.  dimethyl sulfide / sweet corn nose with fusel alcohol, grain husks, sand, dirt and salt.  sweet corn malt flavor, lifeless yeast character is mostly dried egg shells and sulfur.  dull hops are dried grass and dried pineapple.  watery body, weak carbonation, twangy metallic thin finish of sweet corn, pale malt, stewed sweet greens and grains. ",,21696,1649,'2012-09-02 00:00:00'
3.7,"draft at the source.  plum and tobacco sweetness up front, medium body with adequate thickness to match the sweetened toffee / plum / tobacco / black cherry / caramel malt. low hop bitterness but works well as it’s balanced by firm and tight carbonation, medium acid, and although it’s a bit rough at times, it’s nice and enjoyable, prob best beer I’ve had from these guys and most fresh and in best shape. ",,160581,4974,'2011-12-20 00:00:00'
3.7,"Draft at the brauhaus in Bamberg. Unfiltered bright yellow colored body, slightly hazy, with a white head and active, rising bubbles.  Clean yeast and dusty fruit in the nose.  Flavor of dry fruit, yeasty, chewy dough and fresh lemon, drying slightly in the finish.  Tart fruit at times, other times somewhat sweet.  Pretty good beer overall, no complaints from me.",,37308,4974,'2008-06-05 00:00:00'
3.1,"Draught at the brauhaus in Bamberg.  Dark muddy orange/brown colored body with an off-white head.  Sticky fruit and dough in the nose, some doughy cookies and oranges and nuts tasted.  A bit plain overall, seems a bit simple.",,37307,4974,'2008-06-05 00:00:00'
5,"oh fuck.  fatty meaty smoked ham nose instantly a 10, instantly one of the best smoked beers, best beers, best things i’ve smelled in my life.   chewy, hearty, meaty ffuuuuuuuuu smokey sweet malt up front, tangy peppery late, 30 minute lingering finish.   decadent, rich, toasty malt perfect balance of sweetness, toast, smoke and bitterness. fruit pith and rind, light herbal notes, some black pepper, caramel / toffee richness throughout.  this is a malt showcase.  hearty, salty honey glazed ham skin cracklins, incredibly chewy and smooth and full. this is what i want Schlenkerla to be to me again, but it’s not.  I had oak barrel Urbock the night before and found it the poorest batch I’ve ever had, which made me uneasy at the time, because either my tastes have changed or the brew had. regardless, this was a magical moment and I don’t think any  Schlenkerla has matched, if you can believe that.  I couldn’t either.  and I’m doing Bavaria for kellerbier and pilsner and not in the mood for rauchbier or anything high gravity on this day, but Andreas insists I try his rauchdoppelbock and brings me a glass from the back and my mind fucking melted. ",,106788,12331,'2011-11-26 00:00:00'
5,"Simply put: the cleanest, purest and most vibrant expression of pilsner malt  and spalt and hallertauer hops that exists in the world.  Nobody else even comes close.  Andy’s work is on an entirely different level!

Minerallic calcium carbonate excitement.
Juicy floral lemon hop aroma.
Pure ecstasy of pilsner malt: warm, aromatic baked cracker richness.
Unbelievably clean.
Smacking, quenching acidity, perfectly matched for body, carbonation and sweetness.

Unequivocal perfection in beer, a work of art - a masterpiece - made by the best brewer in the world.  Literally flawless. I find nothing here to improve or change - the malt is unbelievably soft, and the carbonation and serving temperature spot on. And the texture, the texture is what KILLS... malt has never been expressed with such perfect richness, and hops with such juiciness and succulence. Even at room temperature it still exudes perfection.  I had previously given this beer a 3.5 - objectively - at Akkurat.  I now raise it to 5.0 - also objectively - after having it multiple times from a keg brought to the Zoiglstube.  It’s a fragile beer that doesn’t travel well, and when put in the hands of someone else for serving, you surely will not experience it in this state of perfection.  For anyone who loves lagers made without compromise, they owe themselves a visit to Franconia to track down this gem.  It’s the only beer that Andy filters, and by doing so he has allowed pilsner malt and German hops to shine like they never have before.
Words can not do it justice. This beer transcends life. There is beauty here that I’ve never seen before in beer. ",,162657,12331,'2013-05-31 00:00:00'
5,"Pulled from the tanks at 4 weeks at Ganstaller-Brau.  The image of Andreas hunched over and pulling from the bottom of the tank as smoked zoigl spits out everywhere is one I will cherish and enjoy laughing about forever. The body is moderately hazy, approaching cloudy, with a tall, lasting fine-bubbled white head.  It was being lagered at around 40F so after letting it warm a bit it turns into a magical aromatic blossom of dried cut grass / hay / floral hops, honey-drizzled biscuit pilsner malt and floral / wheat / dandelion yeast esters with a incredibly delicate and appropriately restrained smoke character (which comes across as some sort of smoked or just-charred / singed / toasted grain husks or wheat, with just a touch of pig flesh) that integrates with the aforementioned hop, pale malt and yeast aromas.  It’s fucking devine.  The grain bill is only something like 10-15% smoked malt (or less, I can’t remember), so resulting smoke character is smartly held back in this way to allow the synergistic result of mild smoke, delicate noble hops, perfectly-attenuated pilsner malt biscuity-ness (yes that’s a word) and quiet, floral yeast to play a fucking orchestra to your senses.  Astonishingly balanced dryness for the body, but still hints at honey sweetness throughout. Superbly light, pillowly, creamy and silky carbonation (natural, from the tank!), the result is a sort-of merging of traditional Bavarian styles, Zoigl and Rauch, but with the touch and care of perhaps the best brewer in Germany.  Unreal.",,159234,12331,'2011-12-04 00:00:00'
4.7,"draft at the zoiglstube.  normally on every friday but the friday i show up, but pulled from a keg in the back by Andreas.  hugely hoppy nose: prickly, green, grassy, zesty.  yeast must, hop oils, honey biscuit malt, fruity orange, lemon and melon notes, zingy green hop flavor.  honey biscuits and just-toasted grains... wow. it’s musty but completely soft; rustic and yeasty with noble hops as bright as they have ever been. floral yogurt is there at times with zingy, bright acid and bitterness, neither of which even approach brash or harsh or excessively out of balance.  I want to be a critic and find something about this I don’t like but it’s very difficult.  I could maybe give this anywhere between a 4.4 to 4.8, but in that range you can’t pick apart what separates one from another, rather for me it’s about where it ranks in your beer drinking life experiences.  that said, this has to be the best zoiglbier in Germany. I went into this with TAR and Ernest’s impressions fresh and I’m always careful to be aware of bais from that sort of exposure, and usually I’m more of a critic if other folks recently have &quot;wow&quot; moments with something, but this really is it.  I’ve been through Bavaria twice before this trip and I’ve been trying as much zoigl as I can, and this one is otherworldly. ",,105521,12331,'2011-12-02 00:00:00'
4.6,"draft at Zoiglstube Ganstaller in Strassgiech across multiple visits, and On tap at the Frankisch Bierfest Nurnberg 2013.
Hazy pale golden wheat body with a fine white head. Pineapple / banana / tropical fruit hop-focused aroma with malty accents of sweet honey-drizzled pillowy pastries.  Yeast is subtly rich and provides good lushness and creaminess (along with the superbly soft carbonation). Sticky pale malt and yeast phenols combine to form a pineapple dandelion and lemon oil bouquet. Sweet but never overbearing. Exceptionally soft, rich and creamy malt texture with a satisfyingly sharp bounce in the finish - crisp, smacking, quenching.  Overall a wonderful heller bock that is stacked with complexity.  It was a joy to drink this again at the Zoiglstube and then again a week later in Nuremberg - for an entire day.  Suits the Kellerbier well for blending.  ",,192520,12331,'2013-06-15 00:00:00'
4.5,"first had on draft at Beck Brauerei in Trabelsdorf before Andreas left to start on his own.  since then I’ve had it twice more at the Zoiglstube in Strassgeich.  I rate it around 4.3-4.5, but give it a 5.0 because it’s a personal favorite, one that I dream of drinking every day.  notice the ratings drop off the further you get from the brewery (and in bottles too, which Andreas has stopped doing for this beer in recent years).  If you want a taste of the best kellerbier in Germany, make the effort and travel to Bamberg and then Strassgeich.  the old rating: heavy cloudiness, light copper in color.  nose of creamed semi-sour peach skin, snappy/woody/pine-nut hops.  creamy and rich texture, exceptionally well structured with tight carbonation and a soft, silky mouthfeel. pear skin, grapefruit rind, prickly and spicy yeast... expertly crafted.  ",,72163,12331,'2009-10-20 00:00:00'
4.5,"Draft at the Zoiglstube and later at the Fränkisches Bierfest in Nürnberg.
Lightly hazed amber with a rocky off-white head. Immensely deep aroma, nearly as stunning as that first smell of Affumicator: red apples, cedar, peppered meat, a little ashy, sweet and fruity, burnt candied apples or something.  Chewy, sweet toffee malts and cherry and plum flavored malt sugars.  Clean fermentation.  Creamy carbonation.  Ebbing and flowing and swelling aroma.  So it was in fantastic shape from one keg, and from another at the bierfest it was crunchy, sourish and acidic.  Damn shame if anyone got a first impression of this beer from that one keg.  This is a beauty when it’s in good shape.",,168364,12331,'2013-06-15 00:00:00'
4.4,"draft.  candy sweet and sugary but amazing firmness makes it work. frothy body and superbly firm malt is basically the only way this amount of sweetness can be held together and presented well, and I dig it the same way I see the high gravity sweet products from Alan Sprints.  nose is grass, must, candy sugar and pilsner malt, lightly toasty with moderately strong vanilla / biscuit / dough character and a frothy and crisp and immeasurably snappy texture. brilliantly crisp, clean and sweet while maintaining balance. I’m definitely in a pilsner, lagerbier and zoigl mood while drinking this but to be honest, this high ABV bockbier is killing it.",,160118,12331,'2011-12-02 00:00:00'
4.3,"Draft at the Zoiglstube and again at Fränkisches Bierfest in Nürnberg.
First go: Lightly fruity, somewhat musty, green, raw hop aroma.  Cocoa / chocolate.  Rich mouthfeel, explosive carbonation and bitterness and hop acids in the finish. Very fragrant but also more muddled / yeasty than the keg pours a week later.

Second go: Amazingly fruity / grapefruit American hop nose.  Rich cocoa and chocolate malt and roast, a lot of enticing dark caramel malt sugars.  Cleanly fermented.  Roast is earthy bitter baking chocolate.  Dangerously drinkable alcohol.  Glorious.  Something like a strong Black IPA crossed with a doppelbock, and more American in character than German.


12oz bottle at Andy’s brewery, August 2014.  Approximately 18 months old. Short tan colored head on a dark chestnut brown body.
It has lost the bright hop nose given by the intense dry-hopping, and the luscious chocolate and roast-focused malt has taken over the aroma.  Creamy, silky body.  Sweet balanced enough by bitterness. It’s certainly more chocolate focused and malt driven than the fresh keg that was server at the 2013 Nuremberg Bierfest, and overall it’s a totally different experience, but still a positive one. 7/3/7/4/15, 3.6
",,198377,12331,'2013-06-15 00:00:00'
4.3,"glorious copper. thick and sweet candy sugar up front, superbly smooth and chewy with intense caramel / toffee sugared malt. it’s definitely sweet, but it’s not overbearing and is balanced well by the carbonation and mild hop bitterness. lingering sweet toffee brittle and caramel malt / cane sugar later.   toasty and yeasty in small areas of the nose. crackers and mulled grains show up here and there, but the candy apple and sweet wood are more dominant. exceptionally smooth and soft throughout.  wonderful.",,91442,12331,'2011-12-02 00:00:00'
4.1,"Enveloping caramelized sugar aroma with mild touches of smoked malt, unlike the classic Bamberger rauchmalz, nothing like an ash / wood note for me, and only a soft hint of &quot;smoked ham&quot;, it’s much more a straight caramelized (lightly burnt) cara malt character, a kind of burnt pastry crust character. Minerallic and sweet, the body is lighter than is typical for Gänstaller, but it’s still delightfully soft with no huskiness or coarseness noticed. Balanced bitterness and a minerallic touch of Franconian hard water give it a salivating though restrained acidity. Toasted grain / bread crusts, sugar cookie, red apple skin / maraschino cherry / mild tropical fruits, the aforementioned smoke character.... quite a brilliant display of aroma and flavor. Seems in the approach too sweet for it’s size but, no surprise, the finish shows outstanding balance. Reddish amber body with a fine white head. From keg, multiple glasses at the Zoiglstube in Strassgiech thanks to Andreas.
",,232309,12331,'2013-12-18 00:00:00'
4.1,"Draft at Fränkisches Bierfest in Nürnberg, after having a yeasty sample from the lagering vessel a week and a half before.
In the morning the keg was muddy and hazy so there wasn’t much to get out of it other than raw American hop tropical fruit / bubble gum and an earthy / muddy yeast character.  Alcohol is never apparent, not in the nose, flavor, finish or burps, but I think the keg tapped today was probably around 8-8.5% with some time before the beer reaches 9.5%.  Later in the day the keg was settled and Romator was pouring clearer, similar in appearance to the Kellerbier that had been pouring each day.  Has a TON of citra / high-alpha grapefruit / tropical fruit / bubble gum hop notes on top of a subtle smoked ham / pig back fat rauch malt savoriness.  Centennial hops give it a tea and pine character.  Citra gives it a lot of tropical fruit bubble gum.  Simcoe, I think is in there, from the slight green onion / shallot twang. And the last American hop I think is Columbus, is herbal, fruity, floral and very acidic.   Creamy, low carbonation, sweet, full mouthfeel, bitter, Double IPA-ish rauch heller bock something. So a little bit like back bacon and pineapple pizza. I am not a fan of Citra hops at all, they are disgustingly bubble gummy and estery and fake-smelling, but in this beer they work because the master has a touch, and even an absurd-for-Germany smoked India Pale Lager is done probably the best that anyone could do.  And yet this is the only one.  So that says something too about Andreas Gaenstaller.  He’s only the greatest brewer of his generation.",,215249,12331,'2013-06-15 00:00:00'
4,"draft at the zoiglstube, pulled from a keg in the cooler. a synergy of tangy, bright, pungent lemon zest noble hops with wheat-like smoothness and creaminess. doughy and fluffy and light bodied and pillowy throughout with lemon / orange pith hop flavor, honey biscuit malt flavor and immensely pleasant dryness. it’s like you can taste the just-picked hops, just-cut barley and the dust of the earth itself.  retate in 2013 from multiple samples: just too damn yeast.  cheese rind mustiness and dish soap esters abound.  ",,65398,12331,'2011-12-02 00:00:00'
4,"draft at Zoiglstube Ganstaller in Strassgiech.
Andy mentioned it was a bit old, starting to oxidize, but that he still liked the citra hop character.  and yeah, the hop character was remarkable. so this is a double IPA recipe brewed with bottom-fermenting yeast and lagered for 6 weeks (I think).  so if it doesn’t fit with Double IPA, it surely doesn’t fit with &quot;Imperial Pilsner&quot; - so I moved it to Zwickel/Keller/Landbier because it’s a) German b) unfiltered, c) hop-focused, d) hard to fit anywhere else.  it’s mosty American citra with some German hops in the mix, but all German malt.  the nose is RIDICULOSULY luscious - very much like fresh, dank weed with a strong lemon oil and herbal / vegetal character.  medium body  with creamy and rich frothing carbonation, washing the tongue with resinous alpha acids and leaving a sticky red /dark malt (doughy bread crust, toasted grain) coating in the mouth. bright, sharp hop acids are tempered by magically soft malt, though slightly oxidized (a little too much wet cardboard and soggy bread), it’s still in great shape. ",,178002,12331,'2013-01-18 00:00:00'
3.8,"bottle shared by Andreas.  1 year old, the hops are noticeably faded.  chinook, simcoe, amarillo, all fairly muted in both aroma and flavor, but doesn’t have the same character as, say, a 1 year old barley wine or double IPA or even pale ale, where the central focus of hops and secondary importance of malt design leaves it peaked, stale and lifeless.  rather the toasted grain, sweet caramel and hearty wood are still singing.  medium-strong hop bitterness and Samichlaus-like sugared malt throughout creates a sweet, bitter, crunchy and toasty experience.  it’s a fun one even though not sampled fresh.  ",,131044,12331,'2011-12-04 00:00:00'
3.7,"Multiple bottles at Zoiglstube Ganstaller in Strassgiech.
Batch 1 sampled in 2012.
Batch 2 sampled in 2013.
toasty red apple and caramel malt aroma and flavor; medium sweet, superbly soft carbonation gives it a soft yet thick texture.  beefy amber malts and clean red apple esters at play. a hearty and toasty malt experience.",,178001,12331,'2013-01-18 00:00:00'
3.6,"Sampled from two kegs in the cooler of Ganstaller-Brau. the plan apparently was to let it sit for 1-2 years in steel (tanks, with some pulled off to keg like these) before transferring to oak barrels for an additional year.  However the state of Quator at this time (November 2011) was not so good and Andreas mentioned that plans to further age in oak have been scrapped and he’ll brew another batch and try again.  The two kegs we sampled were both acidic, tart and mildly &quot;infected’ in a very general sense.  I leave it to the brewer to speculate as to how this happened given the beer never touched oak, a point of confusion early on when the future aging in oak was lost in translation and I was under the impression the samples I had already spent time on oak and thus the acid and bacteria character.  That all said, it wasn’t a monstrous infection, though certainly not mild; it was well-above the taste threshold of (I have to assume) acetic acid.  Flavor is moderately sweet toasted grains, plum / black cherry fruit, oxidized caramel malt / cardboard / wet wood.  Body is rich, chewy and full, carbonation is balanced to the weight and sweetness of the beer and froths appropriately across the middle and back.  One keg was moderately tart / sour (in a plain yogurt-almost-sour-cream way) with mild acidity (red wine vinegar, black pepper phenols, slightly metallic) while the other was mildly tart and sour with less acidity than the first but had the same character as the first (red wine vinegar, etc).  For sure a shame that it didn’t turn out as intended, but still enjoyable and delicious and certainly not in such bad shape that the underlying effort can’t be appreciated.  So here are my notes for the sake of completeness, and I’ll certainly make an effort to get over and try the next batch of Quator to revise my review here.",,134719,12331,'2011-12-04 00:00:00'
3.4,"Draft at the Zoiglstube in Strassgiech. Hazed honey colored body with a fine white head. Kind of a sickly stewed fruit and honey aroma with pungent, grassy, cheesy Sapphir hop mustiness. Key lime pie / meringue pie, sugary and goopy pear / apple / fruit cocktail. Creamy body, rich and sugary and bitter, grassy and somewhat dirty hop character. Not a favorite hop of mine, much more crude than the juicy lemon and pineapple hop character found in the Ocator. But more than just the hop problems is the yeastiness and stewed fruit malt.  Sad to say this isn’t a favorite of mine from Gänstaller. ",,239636,12331,'2013-11-28 00:00:00'
3.3,"draft at Zoiglstube Ganstaller in Strassgiech.
lightly hazed medium-dark amber body with a small to medium sized off-white head. very rich toffee malt nose, heavy dose of Munich with some singed / caramelized / burnt edges; toasty, crunchy, malt-drive experience.  toffee, amaretto, coffee cake and nougat at play in a sweet pastry flavor dosed with a nearly-hidden touch of alcohol.  of course the body is exceptionally soft and the carbonation perfectly frothy and full.  ",,198375,12331,'2013-01-18 00:00:00'
3.2,"Quick-bottled sample.  Mostly clear dark reddish-brown hue.  Strong American bourbon aroma.  Pine nuts, dark fruits, candied bourbon cherries, cognac.  Full body.   Big, sticky malt sugar approach.  Drying but still-sweet, dusty, nutty, somewhat hot finish. It drinks well as a digestif.  If you’re going to make a 14% bourbon barrel doppelbock-sortof beer on your first try, this is a pretty fine effort.  I always like trying Andreas’ new experiments, but I think his low gravity, German-hopped beers are his finest work.",,214287,12331,'2013-06-15 00:00:00'
3.1,"draft at Café Abseits, Bamberg. clear amber, medium sized off-white head with lasting retention. mild to medium aromatic hops are pungent, grassy (dried) and earthy. medium-high sweetness, light body with apple and pear fruit esters and sweet stewed caramel malt flavor.  rough malt and carbonation make it a bit tough to get into. ",,66449,8102,'2011-12-21 00:00:00'
3.6,"draft at the brewery in nurnberg.  ruby-hued chestnut brown. medium-full body; creamy, frothy, smooth and a little bit oily. toasted almond and caramel malt is mildly rough.  flavors together are all very mild and tend to come through mostly late on the palate. straight-forward munich malt nose and red apple / black cherry / plum / toffee flavor.  drinkable but nothing special. ",,13253,2437,'2011-12-21 00:00:00'
4,"A beautifully malty unfiltered dunkles German landbier. The yeast provides roundness and adds a soft doughiness to the already rich toffee, roasted nuts and just-baked bread crusts malt character. Medium to low bitterness and mild acid sit well on a minerally, crusty, firm, slightly sweet malt body. A joy to smell and drink.  Vom fass at Metzgerbräu.",,87560,9529,'2013-12-04 00:00:00'
3.7,"A sweet fruit / honey dew melon and sugar experience with mineral / game-y notes. Rich, full-bodied melanoidin mouthfeel with soft carbonation. Sweet and sugary with peppery acids. Crisp honey / sugar / mineral finish. From 1L bottle at Metzgerbrau.",,129916,9529,'2013-12-04 00:00:00'
3.2,"Phenolic banana / clove, floral orange juice / pith, it’s a pleasant smell at first, then becomes a little game-y and sulfuric, finally revealing a strange vegetable / grassy / green bean smell and flavor as it opens. Med sweetness, light phenols and acids, some light bitterness. Carbonation is a bit low so the body suffers, it seems a little peaked after the front of the tongue. No major off-notes other than the vegetable turn in the finish.
",,96334,9529,'2013-12-04 00:00:00'
2.9,"Draft at Fränkisches Bierfest in Nürnberg.
Clear dark brown. Simple cookie / cracker / bread aroma with some notes of old fruit cocktail and orange jelly. Sweet, medium body, low bitterness, low acid, watery finish.  Simple, sweet amber malt extract syrup flavor and texture.  Dull.
",,29859,4268,'2013-06-13 00:00:00'
2,"From bottle. Lightly hazed amber-orange with a tall-building, large-bubbled off-white head.
Over-carbonated. Foul aroma is toasty / bready underneath a mountain of off-notes: fabric, urine, fermenting apples, wet animal hair... Medium body, sweet and syrupy honey / toffee flavoring, carbonic and acidic. Awful flavor balance and significantly dirty aroma. Down the drain.",,78824,2906,'2014-08-13 00:00:00'
3.5,"Bottle from the brewery in Steinfeld. Clear gold with a tall white head. Clean nose of honey malt / melanoidin malt, light minerals, toasted grains, fresh toasted baguette. Rich, sticky, sweet and chewy, at times resembling sweet corn kernels, and at times its a little over-kilned / over-toasted. Succulent and rich, sweet balanced with noble hop bitterness and acidity with a mineral-heavy finish. Soft texture, clean fermentation, deliciously drinkable. ",,193214,4278,'2013-11-25 00:00:00'
4,"Draft at the brewery in Wattendorf.
Sparkling gold with a stiff white head. Hoppy / minerallic nose shows lemon-pepper noble hops well. Superbly clean fermentation profile. Malt is toasty / kilned. Phosphorus and calcium carbonate notes represent Oberfranken water well. Semi-sweet, moderately bitter, medium-light body, crisp, effervescent, refreshing with quenching acidity. Crunchy carbonation, sharp in the mouth. Crisp, lemony, just slightly musty / footy but in low amounts. Nice subtle caramelization toastiness, overall very rich malt expression. Lengthy lemon oil finish. ",,47622,5972,'2014-08-11 00:00:00'
2.6,"Vom fass at the brewery in Steinfeld.
Clear copper with a short white head.
Simple malt nose shows a touch of Vienna / toast / toffee / caramel.
Tinny / metallic notes, fruity apple and pear.
Sweet with low bitterness.
Watery medium-light body, little acid support, low carbonation.
After having a schnitt a few days before and finding it toasty and bready i find a pour on a return visit rather bland and apple-y with saccharine sweetness.
Very basic helles landbier. ",,29940,4278,'2013-12-01 00:00:00'
3.1,"Draft at the brewery in Wattendorf. Sparkling clear chestnut brown with a foamy tan head.Bready dark cara malt core with subtle metal and DMS off-notes in the nose. Light hoppiness comes across as leafy vegetables with a peppery bite. Medium body, semi-sweet, low bitterness, toasty and caramelized with a short finish. The carbonation has some roughness and the faint DMS limits the appeal. A simple, slightly dirty dunkel from Hubner that doesn’t reach the same level of expression as the Zwickelpils.",,78413,5972,'2014-08-12 00:00:00'
3.4,"Bottle.  Pours a dark but clear nut brown color with a small to medium sized tan head.  Nose and flavor center around bready malt, bran and caramel, with little to no hop aroma or bitterness noted, instead it's crushed bread crumbs, toast, some sweetish bran, etc.  Not bad at all, similar to a dunkel I would say.",,15560,2545,'2008-08-05 00:00:00'
3.3,"Bottle.  Mild buttery nose but has some sugared fruit and candy notes.  Flavor is mostly sweet and light lemon and sugared wheat... some sweet lemon takes over the butter characteristics with time and temperature, improving the overall experience.  Not terrible, and certainly drinkable.",,14334,2545,'2008-08-05 00:00:00'
2.9,"Bottle.  Pours a surprisingly light but slightly cloudy yellow, with a tall, fast-growing white head on top.  Decent look but the paleness isn&rsquo;t inspiring confidence.  Nose is quiet, minerally, pillowy yeast with a sweetened cream and corn note, along with lighter fruit/citrus/lemon.  Body is medium to light, somewhat weak and watery, while the flavors center around more of this sweet lemon and creamed corn (also sweet).  Transparent finish.",,33062,2545,'2008-08-05 00:00:00'
2.6,"poured from a 5 liter mini-keg, so no light and no oxidation.  cloudy dull orange-colored body with a tall white head with lasting retention and thick lacing.  in a croc it actually smells decent (hay / grass noble hops with mild juiciness; doughy, soft yeast; wheat and pale malt cereal character), but in a less-forgiving glass there’s all sorts of problems. the yeast is metallic and gamey (wet dog hair, ugh) and _very_ banana-heavy, and the hops wet / moldy while the malt is muddled and sourish. carbonation is low and creamy; muddy wheat / wort malt flavor; medium sweetness; low bitterness; medium-low acid; somewhat flabby body. well, it had potential right at the beginning, but a glassware change exposed this one as very much like the rest of the Veldensteiner line: unclean and yeasty with weak, flabby malt.  the positives here are that the yeast does not taste like it smells; instead it’s creamy and doughy and seems to mute the malt and hops enough that it works as a &quot;simple, sweet, yeasty German-type lager&quot;.   ",,38448,2545,'2013-04-14 00:00:00'
1.7,"Unfiltered dark brown.
Amazingly strong yogurt aroma.
 Cola.
 Old yeast, like tenth generation stuff.
Gross, sour, sweet, thin, weak, ugh.
A dumper if there ever was one.",,50959,6221,'2013-12-01 00:00:00'
3.1,"Bottle best by December 2013.
Clear effervescent gold body with a medium-sized white head, some lacing.
Mild to medium-strength spalt lemon / citrus pith / mint leaves with a strong mineral / calcium profile.  Mostly clean, lightly toasty, light butter / diacetyl, some corn twang.  Clean profile, light body, light sweetness, medium bitterness.  Good white pepper spiciness throughout.  Creamy, silky carbonation.  Quenching acid.  No overt flaws other than some mild hint of hair spray.  ",,115694,1849,'2013-06-02 00:00:00'
